Tweets,label
 (8/8): ED visits for COVID-like illness have returned to the levels seen during the first half of June.,1
 Zimbabwe: Journalists  &amp;  are back in court on Tuesday.  They were arrested  on May 22 while on…,0
 speakupforSSCRaliwaystudentsJEEMainSir  This is what goin on india even though india has the most recorde…,1
Hey bro   i wish you Quick recovery bro.... You are a born winner...yul definitely win this monster (covid 19)??????,1
 Human Rights Watch: Venezuela using COVID-19 to crack down via  ,-1
" In just 6 months, we lost our-freedom of speech-right to access to immediate source of info-press freedom-employment…",0
"In case anyone's interested  is offering a free, livestreamed class on COVID19 with guest speakers.  Every Tuesday at 11:30 AM ET.  ",1
" as of this morning, Dota's The International 10 prize pool is now the largest prize pool for any tournament in the history of…",0
The only positive thing to come out of Covid 19 is that student loan payments have been paused and no interest is accruing. So every month I pay the same amount and it’s paying down nothing but the principal.,1
 Covid happened,0
" Let it be said AGAIN, I DO credit our ADMINISTRATIONS reactions to COVID 19, becoming an uncontrolled infection! No…",1
" ""COVID has taken this year, just sinthe outbreak, has taken more than 100 year—look, here's, the lives, it's just, it's,…",1
 Covid-19 cases v/s India GDP ,0
" Railways Back on Track: Despite COVID-19, goods loading in August is 4% higher than the last corresponding period as Railw…",1
" Only hours before an executive order suspending COVID-related evictions and mortgage foreclosures was set to expire, DeS…",0
"  Deaths beyond ""normal"" have already surpassed 200,000.",1
CDC Finds Only 6% Of Coronavirus Deaths Are Solely From COVID-19  ,0
" My grandma died at 98 years from dementia, but she had also contracted COVID19, a week before her death. So according…",0
"With the trump admin blaming covid deaths on co-morbidities &amp; trying to initiate herd immunity,  &amp;  campaign needs to start calling  covid mismanagement a modern day hitler ? euthanasia program.  TrumpHitler TrumpEuthanasia",1
" So thrilled that FINALLY our bricks and mortar shop is ready for all you bookish types!?? 58 Merrion Centre (upstairs), Lee…",1
" Does personal responsibility scare people that much? You don’t wanna catch Covid? You isolate. You spend 23hrs at home. You wear a mask when out. You stay 5km near home. You shop for 1hr a week. 25,671,607 have had it that we know about, worldwide. It’s never going away. ",1
 Also Biden: If I had a bowling ball of mayonnaise I would 300 billion people COVID text joe and ho oh three oh three three eh whatever.,0
"                                              Barracks in our schools, are u stupid? Ah, let me explain. You will need to set aside classrooms for each grade for kids who get Covid-29. Remember, most of these kids will test positive &amp; most will not show symptoms or get sick. Do u think it's necessary for them to miss school?",-1
" Next Wednesday (9/9), join Dr. Claire Aldridge of  a survivor of COVID-19, along with a hospital president and two p…",0
" The Covid-19 pandemic is not just a healthcare problem, but also a threat to the future of liberal democracy.Join EED an…",0
 Am I the only one who saw COVID being one of the tokens,0
   &amp;   organises awareness-raising programme on Covid-19 in collaboration with health workersSWIMCs…,0
   Supposedly the UK is now better prepared for any outbreaks of Covid (track and trace) and the NHS…,1
 Director Sukumar is planning a preparatory workshop for the actors and actresses in AlluArjun's Pushpa film. The maker…,0
  results:  During the peak of the pandemic data from &gt;6000 healthcare workers showed that the most likely…,1
" Crazygal86 is my username I need something good to happen this year after having COVID-19 nearly dying, my dad having two strokes and now I can’t work due to a bulge on my spine and I have a 9 year who keeps me going playing adopt me.",1
"In response to the COVID-19 pandemic and in order to keep our participants and spectators as safe as possible, USD 470 has implemented new guidelines for the 2020 Fall athletic season.View info here:  ArkCitySTRONGArkCityPROUD ",1
" Only 6% Americans die from COVID-19, the rest have different other illness. How much COVID or these other illness con…",-1
 Frank. Do you believe all the global Covid deaths have been counted correctly?,0
  Virginia Commonwealth University is now using residence halls to isolate students as COVID-19 cases incr…,0
"September's always my month to sit down and look back.While most of the past 12 months have been touched by COVID, which is anxiety-inducing, I spent the last six months learning crypto.",-1
"  Bring back the election  discussion to COVID 19 deaths of 185,000 Americans, 6 million infected, and over 10% unemployed.  Don't allow other distractions.     ",-1
 I was called a conspiracy theorist in March for calling out the FAKE covid numbers:6%Six Percent.,-1
 What makes me most happy about this - aside from the fact that’s it’s happening - is the applause. ???????? What makes me s…,1
Keep your team and visitors safe with branded health and safety products. HealthandSafety BrandedProducts Facemasks DisposableDrinkware BrandedBags PromotionalMarketing Allegra  ,1
  Oh really is it im in the medical field and drs were made to put covid on death certificates even when it wasnt...the flubis deadlier covid has a 99.6% survival rate..media in on it they all want same thing NWO and its pple that are still not woke that makes this so dangerous..,-1
 BappaUddhavKoBuddhiDo1)Maharashtra is number one in Covid- 19.2)Palghar sadhu case going slowly. 3)Mumbai police insulted…,-1
" Op de site van Covid Plan B staat o.a. ""We believe that an exclusive focus on the number of new cases of COVID-19 is less important than measures of whether or not the spread of the virus is causing an increase from background rates of &gt;",1
 Sounds really fascinating! Think this will be a big issue for COVID ICU survivors,1
 Covid has affected economies worldwide but India’s Q 1 contraction is the worst among all large economies in the world…,-1
What kind of mindset shall we choose for securing and growing our business in this “Ready. Set. Wait.” time? This article  by Jeanette McMurtry ( via  brings some suggestions.covid businessinpandemic sheleads awcdetroit awc ,1
"  Less than 10,000 COVID-19 deaths in this country and we are still pushing this narrative?",-1
"“There was nobody coming, there was no help coming.” The White House’s decision to let states fend for themselves led to Covid equipment chaos that continues to this day, ? reports ",0
" BREAKING: Only 10% of positive COVID-19 cases actually have enough ""viral load"" to be infectious, calling into question th…",1
" Disagree with about Can, he definitely ran his contract down despite having us believe we would sign a new contract. Sturridge I think was surplus to requirement, but I do agree about  Lallana. Though I think our ""Covid"" lack of spending power could force us to let Gini go free!!",1
Did you know that you can set up a monthly donation for as little as €5 per month to help keep the BUMBLEance wheels turning? ????Registering is easy: [Photo from July 2020]donation  covid children givingback TuesdayThoughts TuesdayMotivation ,-1
" I suspect some patsy will James/Gunn down some ""INNOCENT"" ""peacefully protesting"" Anti-pho &amp;/or BLAM thug &amp; it'll be b…",1
The more caring &amp; realistic of my grandchildren’s schools are offering schooling remotely only as they plan the complexities of an eventual opening- not this year. We wouldnt send our kids back at this point anyway. Nowhere in this country is without covid.,1
"   This is the CDC chart of contributing conditions.If a person gets COVID-19,gets pneumonia, goes into respiratory arrest &amp; dies, what killed them? ",-1
"    Um, you know covid is a real thing, right?",1
 Media coverage can make protests appear more destructive and violent than they are. A few minutes walk away from Portland…,-1
2cr donation in Covid Times  HBDPawanKalyan ,0
"Four step test to take your business to the next level post-covid from award winning CEO coach, Peter Ryding ",1
" At least 184,000 Americans have died from Covid-19. But sports ratings...",-1
 ?NEET??NoMoreNeet I don't understand what is the urge to take exam in such a pandemic situation. We…,0
 . emergency grant helps  meet COVID guidelines;  virtual preaching conference advocates sermon-based…,0
" Longtime radio listener:""Cuomo is sending SWAT teams to address COVID outbreaks at SUNY campuses. If SWAT teams are sent out of…",0
"  COVID is now the third leading cause of death in the US. Third. Behind only cancer and heart disease.At over 1,000 deaths a day, COVID now accounts for more than one out of every eight deaths in our country.",1
" Hayfever hasn't gone on strike because Covid's about, you know!Signed A (careful) hayfever sufferer",-1
"QUESTION OF THE DAY: How fashionable are you? In the COVID-19 era, I'm far from it! After years of tailored suits, pullover sweaters and dress pants are about as fashionable as I get now in normal times. ",1
"  Lmfao. India doesn't be worried of it's deaths and cases of Covid-2019, because India has too many people.",1
" Thanx little champ, please you directly meet    already there are many letters send to  But there is no response at all. Please meet him and give valid points...like covid, flood &amp; failed SOPs. Hope for the best.",1
"  Lying about numbers is Donald Trump’s jam. Whether it’s the number of people at his anemic inauguration, the number of cases of COVID-19, or how far he is trailing in the polls, Trump always has the same response: Lie. Just lie. After all, when someone corrects him, he lies.",1
 When will Biden get out with the rest of us and take his Covid chances with the rest of us? I don’t want a president w…,0
" Holy lockdown overkill, Batman!CDC, this week, their website: ""For 6% of the [covid] deaths, COVID-19 was the only c…",0
" Translation : "" I've got lots of Covid, nowt more than a cold""Doctor: ""what a load of old shit""",-1
"Unfortunately, we focus a lot on the ""recoveries"" from the Covid-19 diagnosis. But the after-effects of it on the body are quite debilitating and make normal activities in your everyday life a bit of a stretch.",-1
"The White House announces a limited resumption of public tours for the first time since the beginning of the covid pandemic.Tours will be limited to 18% of capacity, and only be conducted Fri and Sat mornings.Guests will be required to wear masks &amp; practice social distancing.",1
Georgia College reported 24 new cases of COVID-19 Tuesday morning. Twenty-three of these are students cases. One is a new employee case. This brings the total of on-campus Coronavirus cases to 594. Visit the GCSU COVID site at  ,1
Three Things toExpect While Seeking Employment During the COVID-19 Era  ,0
 Preach it lady!  I ventured into Hobby Lobby for the first time on Saturday since COVID started to get a puzzle for my dad and I to work on.  I couldn’t get out of there fast enough seeing people removing their masks to talk! ??,1
 Planet Fitness chain plans to open most NC today even though Gov. Roy Cooper has not rescinded executive order that prohibi…,1
" When a girl’s education is cut short, the impact on communities lasts for generations. Let’s make sure LearningNeverSto…",1
" If we believe  that means George Floyd died of COVID, because he did have COVID19",0
 A 15-minute test for COVID-19 has just been approved  COVID19 Innovation ,0
i might have covid too ,0
From our Journalism Camp: How Has COVID19 Impacted the Long Anticipated Revival of Detroit?Read the story by Detroit student Nadia Niha: ,-1
 Pivoting to flu season and tying COVID-19 efforts to the flu is one of the most dishonest movement of the goalposts the…,1
"Yet  argues that international collaboration is essential to tackling COVID. Govts are focusing on ""rescue and survival"", he warns, &amp; risk repeating mistakes of ""how we dealt with the financial crisis in neglecting the medium- to long-term agenda."" Thread/4",0
 Story County Board of Health chair calls Iowa State's football attendance plan 'irresponsible'  v…,0
" I don't know, I'm so confused and sad. It has always been my life's work, I can't do anything else, I'm not made for anything else. I am worried that I will no longer find a private school that can hire me. With this covid problem i'm afraid it will be more complicated.",-1
"The CDC lied about COVID, oh, and opioids too! Remember that one?",0
 Too bad shiny floors doesn’t stop covid. ??,-1
"""The U.S. has a long history of marking various oppressed groups as 'Other,' especially in times of economic scarcity and crisis. COVID-19 is no different."" From Wet Markets to Meatpacking: Why Animal Advocacy Fails Without Anti-Racism ",-1
" Four days after members of  tested positive for Covid-19, all 13 members return negative test results IPL2020…",-1
" A “minority” of hospitalised Covid-19 patients contracted their infection while in hospital, a new study suggests repor…",1
"BEFORE, TWITTER AND SOCIAL MEDIA WOULD BAN YOU IF YOU POSTED ANY SOURCE OTHER THAN THE CDC (WHEN POSTING ABOUT COVID, INCLUDING DOCTORS), NOW THEY'RE BANNING YOU IF YOU POST THE CDC'S OWN INFORMATION ON THE CDC WEBSITE ??THIS HAS GOT TO WAKE PEOPLE UP !",1
" EMERGENCY:B+ or B- Plasma of a Covid-Recovered person required at Yashoda Hospital, Hyderabad. Contact Venkat: 998944442…",0
 It’s pretty clear the deaths are from COVID. No reason to give something false credence by referring to it as a theory ,-1
" Some folks didn’t like my negative assessments around the COVID outbreak in March either, as if muting my tweets would pre…",-1
 Us Pop. 350 millionCOVID Deaths &lt; 10 thousand0.0000285714 or 0.00285714%Less Than 3 thousandths of 1%Why are we…,0
 The insanity of what Covid_19 can do to all markets is just insane.  cryptocurrencies took a major hit.  Let's see how t…,-1
" Earthquake, hail storm, covid and now severe weather alert...pupa..this election need a bath..",0
" ""Tony Abbott: some elderly Covid patients could be left to die naturally‘Health dictatorships’ failing to consider e…",1
The Department of Education have put together a document to explain what parents and carers should expect when their children start school again this week ,0
which touched on the following:1. The transformative imperative and the unfinished business of transformation2. The sector’s response to COVID 19 and how this exposed weaknesses in the system.3. How the crisis can be used as an opportunity: Prospects and possibilities,0
 I miss you so much ????Hope this covid will gone soon so we can meet again ??PhiBallsMissGulf ,1
Reading  FDA extends remdesivir's emergencyuse authorization to all hospitalized COVID19 patients ,0
 The COVID-19 pandemic has shown how the Earth can recover “if we allow it to rest” and must spur people to adopt simpler lifestyle…,0
 Do we know where the Tahlequah teacher who died of covid is thought to have contracted it?,0
  Covid Schmovid.,0
 That is a stat from Biden I have not heard: More cops have died from Covid this year than those on patrol,1
 A previously fit and healthy doctor has been left with heart damage and epilepsy after developing COVID19.We would see ma…,1
 Back to school a Sec DeVos letter:   $ ,-1
  has gifted me something as the raffle winner of a Covid-19 relief donation fund for the r/DC_Cinematic. In…,1
" Biden finally brought some sanity to bear. He reminded us over and over  Trump is full of sh*t. 180k Covid deaths, flaili…",1
" Health needs of youths must remain a priority despite covid-19 pandemic, It is important for the government to consider t…",1
In this week's marketupdate from our  Industrial Capital Markets team: learn how growth in e-commerce is driving the future of industrial real estate and our team revisits the retail-to-industrial trend in CRE. Read more:  ,1
"To all The Regulars,We are back at it again! This latest installment of The Hot List details the best places to have fun in the gambling world during COVID.  ",1
  Stop giving cover to racists. This has nothing to do with COVID.,0
"A day after its 5-for-1 stock split took effect, Tesla is announcing plans to sell up to $5 billion worth of common shares.",0
"New Yorkers should always wear a face covering within 6 feet of others, but should NOT wear one with an exhalation valve. Face coverings with a valve allow unfiltered exhaled air to escape to others. Learn more about slowing the spread of COVID19:  ",1
"  The Media &amp; Press need to stop keep talking about Violence &amp; Riots in USA, because They Help ",0
"  Americans also have insane rates of obesity and diabetes in the world. While I agree healthy people are less likely to die from covid, we have a whole lot of unhealthy people who are high risk",-1
 Now they’re back to their “COVID is a hoax” horse shit ,-1
" Flight attendant just announced if the plane is crashing, make sure to remove your covid mask before putting on your oxygen…",1
"“There have been signals of the efficacy of convalescent plasma in pandemics going back over a hundred years,” says Dr. Liise-Anne Pirofski. Learn more about the efficacy of convalescentplasma as a COVID19 treatment via   ",1
Male suicide rate hits two-decade high in England and Wales ,1
 That the NFL is going to have a covid outbreak and cancel the slate,0
"  In the general population there may be a few doctors who are misinformed on this, but not many medical doctors that share your view.True, there may be plenty of homeopathic 'doctors' or chiropractors who call themselves doctors, but they don't  count.Covid-19 is not the flu.",-1
 We want 1). Time bound 1 year exam process 2). Waiting list in ssc jobs 3). Fill vacant posts ASAP 4). Ssc cgl2020 noti…,0
  Covered the Story of  Tweet of the CDC s Of Covid Deaths Alone... ,0
"PNR NO :-6804813930 during covid-19 pandemic situations i got RAC in 2AC (train no-02378).when i file TDR for cancellation it shows in IRCTC RAIL CONNECT APP that ""TDR FAILED"" dont no why. pls refund   ",-1
 Watch out for COVID19 phishing scams. Be wary of some of the information being circulated via social media or that you…,-1
"The FDA has announced emergency use authorization for the anti-viral drug Remdesivir to include all hospitalized COVID-19 patients, not just patients requiring ventilators or oxygen therapy.  ",0
 KINDERGARTENER TESTS POSITIVE: Clear Creek ISD has alerted parents at Ross Elementary that a student has tested positive f…,1
" Fauci: ""Let there not be any confusion about that. It’s not 9,000 deaths from Covid-19.”",0
"LongCovid is affecting a growing number of people who contract covid-19 and months later still have persistent systems of the disease such as fatigue, brain fog, cardiac issues, and memory loss. ",-1
" Wales Daily Coronavirus (COVID-19) Report · Tuesday 1st September.51 new cases (people positive) reported, giving a t…",1
Strange if there is covid in the workplace no one is sent home unless of course they are showing symptoms. If this is the case the trickle down effect would be immense. I would assume “essential workers” would be exempt? ,-1
 The far right in Oregon have been trying for months to recall our Governor Kate Brown over her handling of the COVID-19 outbr…,1
" Part of the appeal at the time was that you were licking the salt off the margarita of danger when you went east of Hollywood. That’s all changed. (I’ve lived in Texas for over a decade, but work took be back until COVID.)",0
Scotland's councils are continuing their brilliant work to support communities through Covid-19 ?? CouncilsCare CouncilsAct ,1
Dumbassvasta the entire world's gdp has contracted due to covid raa chutiye ,-1
 The purpose of ImpeachTrumpAgain- enhance congressional subpoena power to call witnesses re: Russian election interferen…,0
"From stocking up on toilet paper to at-home haircuts, consumers are spending and saving their money differently due to COVID-19. How has the pandemic changed your spending habits? ",-1
 A new national poll from Charleston Orwig shows consumer trust in farmers remains high amid the COVID-19 pandemic. Charl…,1
" ""I tested positive for COVID19 on 17th August and expected the infection to be mild &amp; short lived. My Covid-19 experience h…",1
Oxygenate Mild Hyperbaric Oxygen Therapy Chambers are SIMPLE &amp; SAFE ? Here’s a reason why:  1?? The chamber features handles both on the outside and inside of the door. This means that both the opperator and the patient can open and close the door. Recovery Health COVID ,1
" Schools don't fix parents' income or students' housing issues! Schools are for teaching kids. As Mayor, deBlah could certainly do more for the poor and homeless, but exposing at-risk populations to COVID isn't helping anyone!",0
" “It was every man for himself."" A complete recount of Trump sowed covid supply chaos and in a landmark White House mov…",1
   Proud for the highest Covid death cases too ?,1
" Heads up, there's a new urban legend. This one is supposed to have been told by a nurse. The MAGAts say that Covid numbers…",1
" ""I want to debunk the myths that COVID doesn't affect young people and it only kills those with underlying health cond…",1
"The British Army has handed over the operation of COVID-19 testing at mobile testing units in Scotland to the Scottish Ambulance Service on Monday.Since April, 100,000 coronavirus tests have been conducted by soldiers in the communities around Scotland.",0
" This is good news, and a model for other universities to follow.One of the tragedies of COVID in America is that we kn…",1
" To God be all the glory! Despite 6 months delay due to COVID, today I had the honour of reopening the Akanu Ibiam Internati…",-1
"You’re fortunate.  Most people recover with few symptoms, perhaps none.  But you’re a fool if you believe only 180,000 death disqualifies Covid-19 as nothing to worry about.  Seriously, man. ",1
" “I wouldn’t recommend it for my patients, wouldn’t recommend it for my family or for myself,” Dr. Lipi Roy says, discussing FDA…",0
 183K Americans have died from COVID-19 and the president is tweeting about the NBA’s ratings and criticizing athletes w…,0
No COVID negative certificate require to visit Goa for domestic travelers.Goa letsgoa Unlock4   Check detail news here:,-1
 I have a piece in today's  about my longcovid experience (6 months now) - complete with post-covid pyjama pic ??.…,1
" unrwa seemed like just the transition to a one state, this term sped up what was always the plan. very depressing. how r they doing w covid and all? :((",-1
 Experts share when to get the influenza vaccine and how the coronavirus pandemic may get more dangerous without it. ,-1
"CDC reported that for 6% of deaths, COVID-19 was the only cause mentioned.  The 6% are poorly filled out death certificates??  No one dies of COVID-19 alone.There must be a more immediate cause of death e.g. ""hypoxemic respiratory failure due to pneumonia"" ",1
"Stay safe on your journey to school or college, and walk or cycle where you can.Find out more about returning to school safely at ?? BackToSchoolSafely ",1
 i was complaining bout wearing a mask while working out who AM I IMMA NEED TO SUCK IT UP AND DEAL W IT BC COVID WONT B O…,0
" REPORTER: Coronavirus infections have reached 6 million, over 180k dead. Why did POTUS retweeted a report over the weekend tha…",-1
"Because our oncology patients are immunocompromised, our St. Jude team puts together Camp Never Quit—a summer camp to accommodate their needs. Due to COVID-19, we couldn’t host camp this year, so we brought activities to clinic! WhereHopeRises ",-1
 Please make good decisions with our youth during COVID.,1
" While I think the numbers are fudged, I would like to chime in and say that my father is a pulmonologist who has signed the death certificates of many 25-40 year olds due to Covid. It’s not as bad as the media says but it’s still real.",-1
WHO urges govts to listen to the concerns of those demonstrating against Covid-19 restrictions. ,0
 The healthcare industry managed to navigate tricky waters during COVID19. But will the DigitalTransformation that happen…,0
 New  global report shows that the right to health must be central to State responses to COVID-19 ,1
  Covid cases mean nothing and Ppl die everyday from one thing or another.  Reopen all businesses,-1
The United States has a narrow window of opportunity to reduce some of its economic entanglement with China,0
" Good News! In the latest Covid tests, all CSK players, coaching staff and support staff who tested positive earlier teste…",1
 The Treasury said the Post Office had requested R4.9 billion in support and SABC was seeking R1.5 billion because of the i…,0
"As the kids go back to school and more people head back to the office, it's easy to forget that COVID-19 is still here.We can help you minimise risk with our Social Distancing and Virtual Viewing Technology.Find out more TODAY: property estateagents ",1
For COVID-19 related updates for your Brighouse business please see our website  ,0
" Betsy DeVos: ""President Donald Trump and I are fighting every day for more options for every student and every family this…",1
This covid-19 updated report info from the White House...,0
" ""Covid has taken more lives this year than it has in the past 100 years""Are you ok, Joe? ",1
 Continue your work ... India is with you..India needs you for covid 19 ..,0
?? | Keep your surfaces COVID free! | ??CleanShield Multi Surface Cleaner is designed to give protection and biological cleanliness to large areas in an instant.Available at Collier Turf Care in 1 and 5 Litre bottles.Link:  ,1
the only time i’m not high is the hour before my biweekly covid tests lmao,1
"  Kamala, Go to CDC. 6% OF THE 183000 are actually attributed to covid.  Come on man! Stop selling fear.…",0
Want to get prepped for your next phone or video appointment? Take a look at our tips sheet to help you make the most of your time with your doctor or nurse ????? psoriasis psoriaticarthritis ,1
AI is helping us in the fight against Coronavirus aiforgoodmindfoundry machinelearning COVID medicine AI scientists science prediction ,0
 So only 6% of covid deaths had no related illness?  Listen to this ,0
 you know what I miss the most since covid started...game week twitter beef,1
Can I ask an employer about COVID-19 office cleaning? |  ,0
" “?There was nobody coming, there was no help coming.?”? The White House’s decision to let states fend for themselves led to Covid-…",0
"  They'd all be far safer travelling in mummy or daddies car where theres  no chance of getting Covid-19 but you're not really concerned about that are you,  you want them on your public transport thats already had 30 drivers die from it.",0
"Today and tomorrow, Belle Isle Island will be open to the public to view the 900 billboard-sized photos of the loved ones we lost to Covid-19. Thank you to all the families who submitted their loved one photos to share our condolences as a City. ",1
" Health care workers in the Philippines infected by the COVID-19 virus now at 7,006; active cases at 518. Data from D…",-1
" Sad to hear about sudden demise of  friend &amp; colleague, Neelanshu Shukla. He was our Lucknow correspondent. He was battli…",-1
"OnTheBlog: ""JNF virtual tours bring hundreds to Israel during COVID-19""PoweredByJNF LoveGrowsInIsrael ",0
Loggers deforest Cambodia's Keo Seima wildlife sanctuary during pandemic:  ,0
 when i found out that 60x more ppl have died from covid than during 9/11 and think about how much money our govt put towards t…,1
What will the post-pandemic workplace look like?   businessresilience pandemic covid-19 ,0
" Boris Johnson picks up the reins of government today. His to-do list includes Brexit, Covid, fixing the economy and reshap…",0
"? What was your experience of health care during the Covid-19 pandemic? ?Tell us about your experience through one of our online Focus Groups, held throughout September.Help to shape the future of health care.Click  to join an online Focus Group. ",0
 Della Group has reopened its Lonavala Resorts for guests with renewed safety measures &amp; has set new benchmarks for hotel oper…,1
 CMO Paul Kelly says hydroxychloroquine for treating COVID-19 is “not useful as a medicine”. Labor respects the expertise of…,-1
Sandals reports no COVID-19 cases at reopened resorts -  ,0
"Now that most schools have started back, are you concerned about your child's mental health during this time? ",1
Covid Sucks. Here's What This Entrepreneur Is Doing to Make Schools Safe.  realentrepreneurs,1
Praying for my cousin and aunties and everybody as we lay Auntie Lizzie to Rest today ????. FUCK COVID,-1
‘Almost like Mardi Gras’: Officials bust South Carolina pool party for defying COVID-19 measures ,0
"“As a leader, are the people I lead feeling lonely because of COVID, because of a lack of seeing and being with other people? And what do I need to do about it?”  ",-1
"Coronavirus: Florida reports 1,885 new cases Monday, 68 deaths  WILL SHARE THIS BUT WILL ALSO SAY IT IS A LIE. ALL LIES.",1
" 7) Authors: ""We advise that prevention of COVID-19 transmission should take into account the possibility of aerosol transmi…",0
 Read the inspiring story of a Sikh family's mission to perform last rites for the poor: ,1
"Take a closer look at our Smart Health Solutions. Discover how devices like instant temperature reading kiosks, PPE dispensers, digital signs and more can keep your team and community safe from COVID.Click here to learn more:  IT officesafety ",1
"NOT DEADLY, BUT JUST DEAD:  of the late  -- who died from coronavirus -- tweets and deletes that COVID-19 ""not as deadly as the mainstream media made it out to be""-The Place for Southern Politics is ChickenFriedPolitics.com-",-1
 Find out what to do if you're told by the NHS Test and Trace service that you've been in contact with someone who has coronavirus:  ,0
Wear Your Mask and Stop Talking - The Atlantic  Covid,0
"   Need urgently A+ plasma doner for 42 years male Covid +ve person.Contact no 9885299072 / 9739004852.Location KPHB, Sia Hospital.",0
Gandhi’s attack came on a day the JEE-Mains for admission to engineering colleges began amid stringent precautions and social distancing measures due to the COVID-19 pandemic,-1
CDC Bombshell: Only Six Percent Of 'Covid Deaths' From Only Covid! ,0
How COVID-19 Has Impacted Implementations Of New Systems In HigherEd?    HigherEd HigherEducation HigherEducationLeadership,1
"In my recent  interview with Aelia Zaidi, she shares insight from her research on the pandemic's psychological impact &amp; Pakistani resilience. ",0
 1/2 Hi. We are automatically giving clients 90 extra days to submit documents due to COVID-19. This includes passport submissions. No application in progress will be closed or refused due to a lack of documentation or inability to complete the application process...,-1
A White House Advisor Is Pushing a Reckless Herd Immunity COVID Strategy ,0
"COVID-19 in Collier County: State reports 5 new cases, lowest since May 5  ",1
"City leaders propose residency requirement for new RPD officers, SUNY Geneseo suspends students over COVID-19 compliance failures, Rochester man hospitalized after shooting, Warm and muggy today and more in the Sunrise Smart Start. ROC",1
oomf wants to spread covid.  do sth,1
  GP training: I'm going to lose a registrar (for the 9th/10th week since March) to a Covid hub soon.Last 7…,0
"  How can 30 young people gathering for a party outside be so ‘dangerous’ it warrants a £10000 fine, whereas…",-1
 The COVID Sisters!,0
  How To Vote In The 2020 ElectionA state-by-state guide to voting in the age of COVID-19VoteBidenHarrisToSaveAmerica ,0
  This graff is not accru. country lie about covid cases and we all now it. so wtf is our point. That all is a lie. ,-1
" “We are going to lose some posts over this,” VFW official says as Texas posts risk permanent closure after getting grouped with…",0
" By saying na 'di sapat ang ebidensya na galing sa Chinese tourists ang Covid, DOH is practically admitting that they fail…",0
   Lock him up - his mind has gone for a long walk. And we are still dying from Covid. Someone save the American people.,-1
" Finding out a family member who worked from home successfully for months, then was forced back to the office, got covid…",1
" Delhi:  Amid COVID-19, Gurudwara Bangla Sahib opens low-cost dispensary for citizens ",0
" The ""war on COVID"" you wanted was mobilization, resources, common goals, and political status. The ""war on COVID"" you got was…",-1
I’m so sick of COVID-19,-1
" To receive our comprehensive Covid_19 tracker, send us a message to the e-mail address shown in the image below. https:…",0
Accelerated Digitalisation due to COVID-19 Increases Pressure to Ensure Seamless User Experience ,-1
" Covid. As Conservative MPs return to the Commons today, they should push for a faster return to normal. ",1
The government conducted the JEE MAINS exam very smoothly. All the precautions were taken and SOP'S were intact. Commendable job done by the officials. The opposition has been shown how work is really done! JEE NEET COVID ,1
" For Jungkook’s birthday, his FB GoldenJKUnion made a donation to help children from low-income families in Korea who are…",0
"  I'm sure in the current environment, it's a whole different world under COVID. Do I want to play Eels at BankWest? No, but on the positive side we can probably get an extra 4,000 supporters to farewell Benj and Rowdy. It's up to the fans now.",1
" Exactly, mate.Here's more of the same horrible stuff:'Tony Abbott says politicians need to balance allowing more elderly Covid patients to die by nature taking its course, with the economic costs of an extreme lockdown.'",1
"With weak federal leaders leaving workers exposed, Ohio must set *and enforce* policy to stop the spread of COVID in the workplace.Read the report:",-1
"MYTH: DPSCD is not prepared to implement safety. FACT: DPSCD received $85M in CARES Act funding for COVID safety. Board approved $28M for PPE, temp check stations, disinfection/sanitizer, classroom items, and increased cleaning.  PreparingForYourRise ",0
" Shocked Face - fuck you - CDC Updates COVID Stats, 6% Died Of COVID Alone, 94% Had Comorbidity, Tw... ",-1
" 1/The only time I've tweeted on getting blocked. If you forego top doctors, epidemiologists, &amp; a medical Nobel Laureate for a…",1
"Scotland Daily Coronavirus (COVID-19) Report · Tuesday 1st September.154 new cases (people positive) reported, giving a total of 20,632.No new deaths reported, giving a total of 2,494. ",1
DOL Publishes More Q&amp;A’s on Employment Laws and COVID-19  COVID19 employment DOL economy,1
" COVID has taken this year, just since the outbreak, has taken more than 100… Look, the lives, when you think about it, more lives this year than any other year for the past 100 years. ",1
Won't cut my hair until this COVID shiz is over,0
 But will voters conclude that Covid is dropping because of Trump or despite of Trump....we’re getting around 5-20 deaths a day here in the UK.....I think Covid will die out naturally....,1
 Wrong. Covid killed an est 10000 Americans by itself. The other deaths have other severe factors that did not allow them to fight off Covid. Similar to flus. Please stay out of the science business and be honest.,-1
233 new COVID-19 cases at Arizona immigration detention center CLINICDaily: ,1
"COVID-19 in Florida: What you need to know Monday, Aug. 31  ",0
"""collect, analyze, and interpret data is fundamental to the management of infectious diseases""mckinsey on covid lessons and what to do in the (near)… ",0
"Associated confirmed case of COVID-19 at Oasis Middle School in Cape Coral- FAKE TEACHER ARE DOING THIS TO SHUT DOWN SCHOOLS , WEED OUT THE LYING TEACHER REPLACE HER OR HIM  ",-1
 Herman Cain tweeting about how not deadly COVID is after previously dying from COVID. ,-1
 Girls' Generation's Taeyeon says she feels she's lost her job due to COVID-19 pandemic ,-1
 Today is Sept 1 Our world began shutting down from Covid on March 13That was 172 days ago6M are now reported Covid p…,-1
 Woman who went to house parties instead of self-isolating is accused of being 'superspreader' behind covid outbreak https:…,-1
" Next, let's see if we can find out the average age of the ~9,200 people that coronavirus actually killed.We literally tu…",-1
